invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I206724,C259605,Male,38,Food & Beverage,4,20.92,Debit Card,24/10/2021,Metropol AVM
I252620,C295002,Male,68,Toys,3,107.52,Cash,7/1/2022,Mall of Istanbul
I269969,C534441,Male,21,Clothing,3,900.24,Debit Card,5/7/2021,Forum Istanbul
I119115,C136849,Male,28,Clothing,4,1200.32,Credit Card,5/1/2023,Metrocity
I330198,C308969,Male,58,Shoes,4,2400.68,Cash,27/05/2022,Metropol AVM
I205897,C257323,Male,69,Food & Beverage,4,20.92,Cash,9/3/2022,Mall of Istanbul
I176903,C279291,Male,62,Cosmetics,4,162.64,Cash,6/9/2022,Mall of Istanbul
I142598,C323599,Male,61,Cosmetics,5,203.3,Cash,4/6/2022,Metrocity
I229078,C209857,Male,33,Food & Beverage,3,15.69,Cash,2/6/2022,Emaar Square Mall
I209432,C104556,Male,44,Clothing,5,1500.4,Debit Card,3/7/2021,Kanyon
I145295,C814230,Male,25,Food & Beverage,1,5.23,Credit Card,21/12/2021,Mall of Istanbul
I224231,C300252,Male,23,Souvenir,2,23.46,Debit Card,15/04/2021,Cevahir AVM
I624086,C261078,Male,22,Books,5,75.75,Cash,13/04/2022,Mall of Istanbul
I174581,C277110,Male,52,Cosmetics,5,203.3,Cash,8/3/2022,Zorlu Center
I306911,C211710,Male,41,Food & Beverage,4,20.92,Cash,2/10/2022,Viaport Outlet
I139713,C231350,Male,59,Clothing,1,300.08,Credit Card,3/12/2021,Metropol AVM
I278910,C140014,Male,37,Clothing,4,1200.32,Cash,18/01/2021,Mall of Istanbul
I229385,C178950,Male,68,Food & Beverage,4,20.92,Credit Card,21/09/2022,Viaport Outlet
I301988,C155172,Male,19,Books,4,60.6,Cash,24/08/2021,Metrocity
I328531,C404957,Male,51,Books,3,45.45,Credit Card,14/01/2021,Kanyon
I627244,C319449,Male,22,Clothing,1,300.08,Credit Card,12/2/2023,Kanyon
I145388,C132603,Male,67,Toys,1,35.84,Credit Card,25/02/2023,Metrocity
I296917,C135012,Male,64,Clothing,4,1200.32,Credit Card,2/7/2022,Metrocity
I329936,C146572,Male,23,Cosmetics,1,40.66,Credit Card,18/07/2021,Metropol AVM
I308023,C137785,Male,55,Clothing,3,900.24,Credit Card,2/1/2023,Mall of Istanbul
I335298,C195379,Male,39,Shoes,5,3000.85,Cash,19/12/2022,Kanyon
I329268,C298778,Male,46,Souvenir,5,58.65,Debit Card,19/07/2021,Istinye Park
I144289,C319260,Male,39,Food & Beverage,2,10.46,Credit Card,4/7/2021,Zorlu Center
I222841,C747644,Male,67,Clothing,4,1200.32,Cash,15/12/2021,Metrocity
I302132,C337474,Male,69,Clothing,4,1200.32,Debit Card,22/09/2021,Metrocity
I289179,C138631,Male,51,Clothing,5,1500.4,Credit Card,2/1/2021,Zorlu Center
I434865,C837673,Male,49,Food & Beverage,2,10.46,Cash,15/09/2021,Kanyon
I175474,C149196,Male,18,Souvenir,3,35.19,Debit Card,28/02/2023,Metropol AVM
I810148,C268560,Male,62,Cosmetics,2,81.32,Cash,19/01/2023,Metrocity
I214393,C630432,Male,42,Clothing,5,1500.4,Credit Card,2/11/2022,Mall of Istanbul
I107113,C244097,Male,38,Shoes,1,600.17,Credit Card,8/6/2022,Emaar Square Mall
I584510,C215033,Male,31,Technology,1,1050.0,Debit Card,15/03/2022,Kanyon
I146819,C257913,Male,56,Clothing,2,600.16,Debit Card,26/02/2021,Mall of Istanbul
I321577,C291803,Male,69,Shoes,1,600.17,Cash,21/04/2022,Metropol AVM
I146343,C239964,Male,62,Clothing,3,900.24,Debit Card,14/10/2022,Metropol AVM
I321980,C247346,Male,49,Toys,1,35.84,Debit Card,24/09/2022,Mall of Istanbul
I175403,C275327,Male,55,Souvenir,5,58.65,Cash,1/1/2022,Istinye Park
I864238,C629279,Male,51,Food & Beverage,4,20.92,Cash,15/02/2023,Metrocity
I148178,C683838,Male,53,Clothing,3,900.24,Debit Card,17/05/2021,Zorlu Center
I392030,C273769,Male,53,Cosmetics,4,162.64,Cash,10/11/2021,Kanyon
I112908,C329648,Male,67,Technology,2,2100.0,Cash,27/12/2021,Viaport Outlet
I731571,C317865,Male,63,Clothing,3,900.24,Debit Card,15/07/2022,Zorlu Center
I256896,C500999,Male,26,Food & Beverage,1,5.23,Cash,11/1/2021,Metropol AVM
I209224,C333467,Male,58,Food & Beverage,4,20.92,Cash,29/11/2022,Kanyon
I251479,C171026,Male,66,Food & Beverage,5,26.15,Credit Card,9/1/2023,Metropol AVM
I283340,C331821,Male,47,Cosmetics,4,162.64,Cash,25/06/2021,Mall of Istanbul
I312819,C214250,Male,54,Clothing,1,300.08,Credit Card,7/2/2021,Cevahir AVM
I291965,C133011,Male,45,Toys,1,35.84,Cash,16/07/2021,Kanyon
I105323,C295188,Male,65,Food & Beverage,5,26.15,Cash,25/03/2021,Metropol AVM
I157083,C320658,Male,40,Technology,4,4200.0,Cash,25/06/2021,Metropol AVM
I141415,C258520,Male,41,Toys,5,179.2,Cash,10/12/2022,Cevahir AVM
I458561,C174270,Male,31,Clothing,2,600.16,Credit Card,18/06/2022,Kanyon
I319132,C136946,Male,23,Cosmetics,5,203.3,Credit Card,25/10/2021,Istinye Park
I161672,C960968,Male,51,Cosmetics,3,121.98,Debit Card,24/03/2022,Istinye Park
I302507,C169472,Male,69,Clothing,1,300.08,Credit Card,18/03/2022,Viaport Outlet
I276805,C262080,Male,52,Clothing,2,600.16,Cash,10/11/2022,Mall of Istanbul
I212543,C205733,Male,23,Clothing,3,900.24,Debit Card,5/10/2022,Zorlu Center
I159198,C267157,Male,62,Cosmetics,2,81.32,Debit Card,7/6/2021,Emaar Square Mall
I189648,C193834,Male,40,Books,3,45.45,Debit Card,9/12/2022,Mall of Istanbul
I485183,C170999,Male,31,Toys,4,143.36,Cash,18/12/2021,Cevahir AVM
I184607,C272259,Male,35,Souvenir,4,46.92,Credit Card,5/12/2021,Mall of Istanbul
I279833,C232896,Male,65,Clothing,2,600.16,Credit Card,2/4/2022,Mall of Istanbul
I303000,C293446,Male,26,Clothing,5,1500.4,Cash,31/05/2022,Mall of Istanbul
I119412,C335053,Male,39,Toys,3,107.52,Credit Card,6/8/2022,Zorlu Center
I122375,C239166,Male,56,Toys,3,107.52,Debit Card,24/09/2022,Mall of Istanbul
I168050,C421946,Male,24,Food & Beverage,4,20.92,Cash,2/4/2022,Viaport Outlet
I277151,C264137,Male,42,Food & Beverage,2,10.46,Cash,28/03/2022,Mall of Istanbul
I508355,C306620,Male,18,Clothing,1,300.08,Credit Card,8/12/2022,Mall of Istanbul
I502952,C256051,Male,59,Clothing,4,1200.32,Debit Card,14/06/2022,Metropol AVM
I300131,C779977,Male,27,Clothing,4,1200.32,Credit Card,13/06/2022,Kanyon
I290046,C289204,Male,22,Souvenir,1,11.73,Credit Card,6/3/2023,Metropol AVM
I258400,C291651,Male,27,Food & Beverage,4,20.92,Debit Card,5/12/2021,Kanyon
I982580,C213811,Male,27,Shoes,3,1800.51,Credit Card,24/03/2021,Istinye Park
I161029,C642637,Male,57,Souvenir,3,35.19,Debit Card,9/3/2022,Cevahir AVM
I296437,C154710,Male,63,Food & Beverage,4,20.92,Cash,30/03/2022,Metropol AVM
I255492,C941920,Male,53,Clothing,4,1200.32,Cash,15/12/2022,Mall of Istanbul
I232185,C356430,Male,58,Souvenir,2,23.46,Cash,16/02/2023,Metrocity
I281619,C236791,Male,49,Clothing,4,1200.32,Debit Card,10/4/2021,Metrocity
I130407,C255588,Male,51,Souvenir,3,35.19,Cash,5/5/2021,Istinye Park
I264860,C147699,Male,63,Food & Beverage,4,20.92,Credit Card,28/05/2021,Metropol AVM
I787559,C243768,Male,36,Toys,4,143.36,Credit Card,3/6/2021,Kanyon
I280894,C260451,Male,31,Cosmetics,3,121.98,Credit Card,28/11/2022,Istinye Park
I111303,C144073,Male,20,Toys,1,35.84,Cash,1/6/2021,Metropol AVM
I131753,C106806,Male,23,Shoes,2,1200.34,Cash,17/01/2021,Kanyon
I936489,C156042,Male,48,Shoes,5,3000.85,Credit Card,31/03/2021,Kanyon
I249316,C879245,Male,36,Cosmetics,5,203.3,Credit Card,2/10/2022,Kanyon
I267261,C297416,Male,63,Cosmetics,5,203.3,Cash,7/8/2022,Mall of Istanbul
I319052,C252731,Male,21,Clothing,3,900.24,Cash,3/12/2022,Kanyon
I302070,C578488,Male,68,Cosmetics,5,203.3,Cash,1/5/2021,Zorlu Center
I225666,C100444,Male,66,Cosmetics,4,162.64,Cash,22/11/2022,Mall of Istanbul
I195877,C133888,Male,47,Clothing,2,600.16,Debit Card,5/2/2022,Emaar Square Mall
I145723,C191442,Male,32,Clothing,1,300.08,Cash,4/3/2022,Mall of Istanbul
I541043,C315323,Male,58,Food & Beverage,3,15.69,Credit Card,28/05/2021,Mall of Istanbul
I308909,C641020,Male,25,Clothing,1,300.08,Cash,31/12/2021,Kanyon
I339453,C179827,Male,30,Clothing,5,1500.4,Cash,23/06/2022,Kanyon
I425732,C263306,Male,24,Food & Beverage,5,26.15,Cash,2/1/2021,Mall of Istanbul
I191103,C580990,Male,22,Clothing,3,900.24,Cash,19/04/2022,Istinye Park
I238970,C110006,Male,67,Toys,2,71.68,Credit Card,30/05/2022,Mall of Istanbul
I989757,C293826,Male,66,Clothing,5,1500.4,Cash,25/02/2021,Metropol AVM
I206329,C277665,Male,61,Shoes,1,600.17,Cash,17/05/2021,Mall of Istanbul
I193767,C101071,Male,19,Clothing,5,1500.4,Cash,27/05/2022,Cevahir AVM
I217617,C274657,Male,59,Books,3,45.45,Credit Card,8/7/2022,Kanyon
I410492,C613940,Male,31,Cosmetics,3,121.98,Credit Card,14/08/2022,Mall of Istanbul
I112393,C206867,Male,56,Clothing,5,1500.4,Cash,18/12/2022,Mall of Istanbul
I141515,C113081,Male,54,Cosmetics,4,162.64,Cash,10/1/2021,Mall of Istanbul
I277352,C281136,Male,62,Souvenir,2,23.46,Cash,22/11/2021,Metropol AVM
I253170,C303814,Male,24,Cosmetics,4,162.64,Credit Card,1/3/2023,Metrocity
I663361,C213311,Male,36,Clothing,2,600.16,Debit Card,2/3/2022,Metropol AVM
I583235,C264967,Male,47,Cosmetics,1,40.66,Cash,28/03/2022,Kanyon
I278404,C315346,Male,51,Clothing,5,1500.4,Credit Card,23/02/2023,Viaport Outlet
I247034,C160000,Male,58,Toys,4,143.36,Credit Card,5/2/2021,Metropol AVM
I639805,C250616,Male,20,Clothing,3,900.24,Credit Card,29/10/2022,Mall of Istanbul
I109498,C207505,Male,56,Souvenir,1,11.73,Debit Card,19/09/2021,Mall of Istanbul
I365320,C293420,Male,20,Toys,4,143.36,Cash,9/8/2021,Mall of Istanbul
I130625,C162201,Male,58,Food & Beverage,5,26.15,Credit Card,2/1/2021,Mall of Istanbul
I247917,C243985,Male,52,Food & Beverage,5,26.15,Debit Card,21/09/2021,Kanyon
I145174,C297501,Male,19,Clothing,3,900.24,Cash,3/2/2022,Mall of Istanbul
I125589,C284449,Male,24,Food & Beverage,1,5.23,Cash,3/11/2022,Istinye Park
I327209,C186243,Male,63,Clothing,5,1500.4,Debit Card,2/1/2022,Metropol AVM
I267984,C245950,Male,55,Food & Beverage,3,15.69,Credit Card,5/5/2021,Metrocity
I325042,C251523,Male,41,Clothing,4,1200.32,Cash,20/04/2021,Mall of Istanbul
I795801,C231518,Male,19,Clothing,3,900.24,Credit Card,25/11/2021,Metrocity
I141442,C504077,Male,41,Souvenir,5,58.65,Cash,15/06/2022,Mall of Istanbul
I192130,C290655,Male,34,Clothing,3,900.24,Credit Card,10/4/2022,Mall of Istanbul
I154944,C245998,Male,62,Cosmetics,4,162.64,Cash,7/1/2021,Mall of Istanbul
I677420,C318668,Male,35,Souvenir,4,46.92,Credit Card,25/05/2021,Forum Istanbul
I413783,C913722,Male,23,Clothing,5,1500.4,Debit Card,4/2/2023,Kanyon
I239331,C303379,Male,67,Clothing,4,1200.32,Cash,1/8/2021,Viaport Outlet
I257850,C323421,Male,33,Clothing,4,1200.32,Credit Card,8/7/2021,Istinye Park
I146390,C319015,Male,34,Food & Beverage,1,5.23,Cash,9/6/2021,Mall of Istanbul
I224114,C129869,Male,25,Clothing,2,600.16,Debit Card,16/08/2022,Emaar Square Mall
I826116,C261800,Male,27,Food & Beverage,3,15.69,Debit Card,23/08/2022,Mall of Istanbul
I219199,C188488,Male,23,Shoes,5,3000.85,Debit Card,29/08/2022,Kanyon
I241237,C286198,Male,21,Books,3,45.45,Cash,16/05/2021,Forum Istanbul
I784897,C134845,Male,46,Technology,5,5250.0,Credit Card,4/9/2022,Kanyon
I192996,C189261,Male,27,Food & Beverage,2,10.46,Credit Card,11/10/2022,Kanyon
I301013,C658390,Male,68,Clothing,3,900.24,Credit Card,2/2/2022,Kanyon
I619909,C299151,Male,59,Cosmetics,4,162.64,Cash,27/10/2022,Cevahir AVM
I158429,C678813,Male,53,Cosmetics,3,121.98,Credit Card,8/6/2021,Cevahir AVM
I174772,C257135,Male,21,Food & Beverage,5,26.15,Debit Card,11/11/2022,Metrocity
I779591,C106950,Male,51,Clothing,3,900.24,Cash,19/09/2022,Viaport Outlet
I819808,C179375,Male,33,Clothing,5,1500.4,Cash,27/03/2021,Cevahir AVM
I239174,C238089,Male,55,Toys,4,143.36,Cash,6/2/2021,Mall of Istanbul
I235902,C233864,Male,30,Clothing,4,1200.32,Cash,5/11/2021,Mall of Istanbul
I266343,C925170,Male,19,Souvenir,2,23.46,Debit Card,18/02/2022,Istinye Park
I296364,C303766,Male,40,Cosmetics,3,121.98,Credit Card,31/01/2022,Metrocity
I677741,C198174,Male,33,Cosmetics,1,40.66,Credit Card,2/8/2021,Metropol AVM
I208172,C152313,Male,24,Clothing,1,300.08,Credit Card,7/2/2022,Kanyon
I207773,C129008,Male,48,Souvenir,2,23.46,Credit Card,29/04/2021,Cevahir AVM
I253571,C397320,Male,33,Clothing,3,900.24,Debit Card,8/2/2022,Forum Istanbul
I140705,C115473,Male,44,Clothing,1,300.08,Debit Card,25/03/2021,Mall of Istanbul
I141602,C185983,Male,62,Cosmetics,4,162.64,Cash,15/05/2022,Zorlu Center
I331715,C222390,Male,52,Books,3,45.45,Credit Card,9/5/2022,Zorlu Center
I713751,C129328,Male,48,Shoes,4,2400.68,Credit Card,25/03/2021,Metropol AVM
I212520,C194274,Male,39,Technology,2,2100.0,Debit Card,14/06/2022,Mall of Istanbul
I280064,C400520,Male,18,Shoes,5,3000.85,Debit Card,22/05/2021,Metropol AVM
I662261,C240841,Male,21,Toys,3,107.52,Credit Card,18/06/2021,Mall of Istanbul
I159846,C142751,Male,32,Food & Beverage,3,15.69,Cash,18/07/2021,Forum Istanbul
I221972,C265463,Male,55,Clothing,5,1500.4,Cash,8/12/2022,Mall of Istanbul
I165707,C290015,Male,43,Cosmetics,1,40.66,Cash,4/8/2021,Emaar Square Mall
I243057,C146672,Male,34,Shoes,3,1800.51,Cash,29/10/2022,Metrocity
I301618,C266145,Male,42,Toys,5,179.2,Debit Card,9/11/2022,Mall of Istanbul
I199128,C371115,Male,67,Food & Beverage,5,26.15,Cash,2/1/2021,Metrocity
I177755,C308675,Male,25,Clothing,5,1500.4,Credit Card,5/1/2022,Mall of Istanbul
I235904,C260840,Male,22,Souvenir,5,58.65,Credit Card,26/07/2021,Istinye Park
I270477,C323241,Male,50,Food & Beverage,1,5.23,Credit Card,5/3/2023,Emaar Square Mall
I339579,C112126,Male,24,Clothing,5,1500.4,Credit Card,18/07/2021,Istinye Park
I293816,C162731,Male,65,Food & Beverage,3,15.69,Credit Card,14/03/2021,Cevahir AVM
I435231,C250515,Male,22,Toys,3,107.52,Debit Card,22/12/2022,Istinye Park
I325352,C195271,Male,19,Shoes,5,3000.85,Cash,1/7/2022,Viaport Outlet
I100628,C135129,Male,25,Clothing,1,300.08,Cash,9/4/2022,Viaport Outlet
I243068,C250223,Male,64,Food & Beverage,4,20.92,Debit Card,25/01/2022,Emaar Square Mall
I284302,C808276,Male,31,Souvenir,5,58.65,Cash,27/08/2022,Mall of Istanbul
I283046,C108963,Male,63,Clothing,2,600.16,Cash,13/10/2022,Forum Istanbul
I319077,C323259,Male,24,Technology,1,1050.0,Cash,24/09/2021,Kanyon
I317810,C229396,Male,36,Technology,1,1050.0,Cash,28/12/2022,Kanyon
I299665,C234194,Male,53,Clothing,3,900.24,Cash,17/06/2022,Viaport Outlet
I244823,C261687,Male,62,Books,1,15.15,Debit Card,4/12/2021,Emaar Square Mall
I343872,C520472,Male,66,Shoes,1,600.17,Credit Card,11/8/2022,Metrocity
I561456,C196534,Male,32,Clothing,2,600.16,Cash,4/12/2021,Istinye Park
I303830,C247903,Male,63,Shoes,4,2400.68,Credit Card,21/06/2021,Metrocity
I549258,C592585,Male,33,Clothing,2,600.16,Cash,23/10/2022,Kanyon
I220627,C291222,Male,38,Shoes,5,3000.85,Debit Card,23/02/2022,Zorlu Center
I114540,C279158,Male,39,Clothing,2,600.16,Debit Card,21/02/2023,Mall of Istanbul
I237403,C902580,Male,53,Clothing,4,1200.32,Cash,11/12/2021,Metrocity
I948662,C116695,Male,27,Technology,4,4200.0,Cash,15/04/2022,Metrocity
I199149,C155991,Male,38,Shoes,3,1800.51,Cash,12/8/2022,Emaar Square Mall
I171457,C158922,Male,69,Cosmetics,2,81.32,Cash,27/01/2022,Metropol AVM
I135269,C954864,Male,55,Shoes,4,2400.68,Debit Card,5/4/2022,Istinye Park
I763605,C297815,Male,46,Books,4,60.6,Debit Card,13/03/2022,Viaport Outlet
I222701,C296192,Male,40,Cosmetics,1,40.66,Cash,18/07/2022,Kanyon
I228961,C129689,Male,64,Cosmetics,2,81.32,Debit Card,10/10/2021,Kanyon
I147795,C280576,Male,18,Food & Beverage,3,15.69,Credit Card,15/02/2023,Mall of Istanbul
I406171,C414774,Male,50,Clothing,5,1500.4,Credit Card,2/1/2023,Mall of Istanbul
I114102,C251705,Male,24,Clothing,3,900.24,Credit Card,13/10/2022,Kanyon
I274546,C251139,Male,43,Cosmetics,5,203.3,Credit Card,27/03/2021,Zorlu Center
I216506,C292388,Male,59,Toys,1,35.84,Cash,30/04/2022,Kanyon
I287938,C231949,Male,49,Technology,4,4200.0,Cash,26/09/2021,Emaar Square Mall
I339033,C180140,Male,53,Cosmetics,1,40.66,Debit Card,31/05/2021,Kanyon
I150236,C118522,Male,29,Clothing,3,900.24,Debit Card,6/9/2021,Metrocity
I114799,C297602,Male,62,Clothing,4,1200.32,Cash,30/03/2021,Mall of Istanbul
I113667,C310388,Male,20,Food & Beverage,3,15.69,Credit Card,1/7/2021,Metrocity
I130634,C445043,Male,46,Food & Beverage,2,10.46,Credit Card,25/10/2021,Viaport Outlet
I307720,C961010,Male,57,Clothing,1,300.08,Credit Card,9/4/2021,Metrocity
I166604,C293242,Male,25,Technology,1,1050.0,Credit Card,28/03/2022,Forum Istanbul
I169697,C196029,Male,37,Cosmetics,4,162.64,Credit Card,20/12/2021,Kanyon
I241432,C192664,Male,22,Souvenir,3,35.19,Cash,6/6/2022,Emaar Square Mall
I120193,C134618,Male,24,Clothing,3,900.24,Credit Card,18/01/2021,Zorlu Center
I150179,C184539,Male,21,Clothing,4,1200.32,Credit Card,3/12/2021,Kanyon
I245351,C285578,Male,20,Cosmetics,1,40.66,Credit Card,9/9/2022,Metropol AVM
I197986,C649709,Male,53,Clothing,2,600.16,Cash,19/11/2022,Kanyon
I172031,C282818,Male,50,Clothing,5,1500.4,Credit Card,22/04/2022,Kanyon
I757012,C261239,Male,59,Food & Beverage,5,26.15,Cash,13/02/2023,Kanyon
I457420,C240024,Male,44,Toys,3,107.52,Credit Card,18/07/2022,Istinye Park
I196304,C221195,Male,55,Toys,3,107.52,Cash,15/10/2021,Zorlu Center
I242854,C790893,Male,55,Clothing,5,1500.4,Cash,13/11/2022,Metrocity
I765482,C238585,Male,24,Clothing,5,1500.4,Credit Card,1/1/2021,Kanyon
I112030,C249430,Male,27,Souvenir,2,23.46,Credit Card,2/2/2021,Istinye Park
I240781,C822395,Male,27,Souvenir,1,11.73,Cash,17/05/2021,Kanyon
I564632,C304948,Male,55,Clothing,5,1500.4,Cash,25/05/2022,Istinye Park
I115479,C220510,Male,48,Clothing,2,600.16,Cash,28/04/2021,Istinye Park
I626674,C196881,Male,39,Books,1,15.15,Credit Card,26/08/2022,Mall of Istanbul
I321098,C228766,Male,45,Clothing,3,900.24,Credit Card,1/5/2022,Mall of Istanbul
I167774,C273051,Male,19,Cosmetics,2,81.32,Cash,28/05/2022,Emaar Square Mall
I278087,C468023,Male,59,Clothing,3,900.24,Debit Card,22/08/2022,Metrocity
I105787,C669959,Male,60,Clothing,4,1200.32,Debit Card,23/01/2023,Emaar Square Mall
I245898,C101561,Male,49,Cosmetics,4,162.64,Debit Card,17/01/2021,Metropol AVM
I259665,C335651,Male,56,Food & Beverage,3,15.69,Credit Card,13/01/2023,Istinye Park
I727185,C996869,Male,45,Souvenir,2,23.46,Cash,16/03/2022,Forum Istanbul
I171686,C171016,Male,51,Food & Beverage,3,15.69,Cash,24/09/2021,Mall of Istanbul
I217044,C239483,Male,39,Clothing,3,900.24,Credit Card,8/4/2021,Cevahir AVM
I146902,C263586,Male,65,Food & Beverage,3,15.69,Credit Card,10/10/2021,Mall of Istanbul
I121796,C164436,Male,28,Food & Beverage,2,10.46,Cash,21/04/2022,Viaport Outlet
I183853,C246029,Male,29,Clothing,5,1500.4,Credit Card,6/1/2022,Istinye Park
I257006,C241955,Male,26,Cosmetics,3,121.98,Cash,30/12/2021,Mall of Istanbul
I257469,C188723,Male,22,Toys,2,71.68,Cash,10/5/2021,Viaport Outlet
I142999,C159064,Male,54,Shoes,1,600.17,Cash,27/12/2021,Zorlu Center
I313307,C133374,Male,67,Clothing,3,900.24,Cash,2/3/2022,Emaar Square Mall
I482538,C239596,Male,24,Toys,2,71.68,Credit Card,10/1/2021,Zorlu Center
I293349,C324199,Male,41,Toys,2,71.68,Debit Card,25/10/2022,Metrocity
I172076,C210293,Male,20,Cosmetics,2,81.32,Cash,3/5/2021,Forum Istanbul
I106430,C206289,Male,35,Shoes,1,600.17,Credit Card,23/02/2023,Mall of Istanbul
I238142,C908601,Male,31,Books,5,75.75,Cash,9/6/2022,Kanyon
I163778,C307143,Male,43,Shoes,4,2400.68,Debit Card,5/1/2023,Metrocity
I878744,C102495,Male,55,Clothing,4,1200.32,Cash,13/09/2021,Viaport Outlet
I824329,C468586,Male,22,Clothing,5,1500.4,Debit Card,17/11/2022,Istinye Park
I300925,C337785,Male,32,Clothing,5,1500.4,Debit Card,4/2/2022,Kanyon
I107143,C252490,Male,37,Clothing,1,300.08,Debit Card,10/10/2022,Mall of Istanbul
I285243,C485879,Male,64,Food & Beverage,1,5.23,Cash,18/02/2022,Kanyon
I220468,C185206,Male,30,Books,5,75.75,Credit Card,13/09/2021,Cevahir AVM
I584261,C438874,Male,24,Food & Beverage,2,10.46,Credit Card,11/1/2021,Metrocity
I185540,C807969,Male,61,Food & Beverage,3,15.69,Debit Card,18/03/2022,Metrocity
I168141,C569340,Male,27,Clothing,2,600.16,Debit Card,3/3/2022,Metrocity
I247039,C360856,Male,57,Food & Beverage,2,10.46,Debit Card,8/11/2022,Kanyon
I260388,C329268,Male,28,Clothing,2,600.16,Cash,6/7/2022,Metrocity
I105242,C107414,Male,63,Clothing,2,600.16,Cash,30/10/2022,Forum Istanbul
I134074,C301535,Male,30,Food & Beverage,2,10.46,Credit Card,2/2/2021,Mall of Istanbul
I370092,C186123,Male,33,Clothing,3,900.24,Debit Card,6/10/2021,Metropol AVM
I826247,C874509,Male,41,Cosmetics,5,203.3,Cash,1/7/2021,Istinye Park
I210814,C328664,Male,57,Clothing,1,300.08,Cash,29/06/2021,Forum Istanbul
I281488,C576561,Male,52,Toys,5,179.2,Cash,17/09/2021,Mall of Istanbul
I106670,C549695,Male,33,Food & Beverage,5,26.15,Debit Card,7/3/2023,Kanyon
I159298,C493537,Male,58,Food & Beverage,2,10.46,Cash,10/8/2021,Metropol AVM
I326754,C149142,Male,50,Cosmetics,2,81.32,Cash,11/10/2021,Metrocity
I134140,C351498,Male,64,Clothing,5,1500.4,Credit Card,16/03/2022,Metropol AVM
I204629,C543618,Male,46,Clothing,4,1200.32,Cash,6/12/2022,Metrocity
I195460,C238353,Male,33,Food & Beverage,2,10.46,Credit Card,3/10/2021,Forum Istanbul
I960024,C173212,Male,32,Cosmetics,2,81.32,Cash,31/01/2023,Emaar Square Mall
I668240,C874385,Male,24,Food & Beverage,4,20.92,Credit Card,20/06/2021,Metrocity
I669734,C245728,Male,45,Toys,2,71.68,Credit Card,23/01/2021,Kanyon
I336544,C957171,Male,38,Clothing,4,1200.32,Debit Card,24/05/2021,Mall of Istanbul
I108829,C970796,Male,30,Technology,3,3150.0,Cash,6/1/2023,Kanyon
I424533,C280120,Male,37,Toys,5,179.2,Debit Card,13/11/2022,Mall of Istanbul
I212042,C214780,Male,42,Cosmetics,5,203.3,Cash,7/5/2022,Kanyon
I251136,C146877,Male,50,Clothing,4,1200.32,Credit Card,30/12/2021,Istinye Park
I262305,C325338,Male,36,Shoes,4,2400.68,Debit Card,5/1/2023,Metropol AVM
I537629,C334699,Male,55,Cosmetics,1,40.66,Debit Card,23/02/2021,Mall of Istanbul
I653537,C135932,Male,36,Clothing,3,900.24,Cash,5/11/2021,Kanyon
I262157,C205408,Male,64,Toys,3,107.52,Cash,5/3/2022,Metropol AVM
I459574,C196103,Male,40,Books,3,45.45,Credit Card,20/09/2022,Zorlu Center
I301990,C591827,Male,43,Books,3,45.45,Cash,2/2/2023,Metropol AVM
I246608,C199611,Male,32,Clothing,2,600.16,Cash,4/1/2023,Istinye Park
I285517,C207773,Male,57,Clothing,3,900.24,Cash,21/12/2022,Mall of Istanbul
I571011,C143689,Male,49,Clothing,2,600.16,Credit Card,23/10/2021,Metrocity
I116025,C114463,Male,38,Shoes,2,1200.34,Cash,19/10/2021,Mall of Istanbul
I201084,C285176,Male,27,Clothing,4,1200.32,Cash,16/06/2021,Kanyon
I501990,C144210,Male,26,Clothing,5,1500.4,Debit Card,6/1/2021,Mall of Istanbul
I272209,C218140,Male,20,Cosmetics,4,162.64,Cash,16/11/2021,Mall of Istanbul
I915824,C204319,Male,56,Cosmetics,3,121.98,Credit Card,12/4/2021,Metrocity
I351433,C247326,Male,41,Souvenir,1,11.73,Credit Card,7/1/2023,Mall of Istanbul
I119033,C698550,Male,67,Cosmetics,3,121.98,Debit Card,6/7/2021,Mall of Istanbul
I272886,C263176,Male,29,Cosmetics,1,40.66,Debit Card,31/01/2022,Metropol AVM
I225659,C971294,Male,52,Shoes,4,2400.68,Credit Card,27/09/2021,Metrocity
I304105,C270572,Male,51,Cosmetics,4,162.64,Debit Card,2/1/2021,Zorlu Center
I145515,C243031,Male,62,Clothing,1,300.08,Credit Card,24/10/2022,Mall of Istanbul
I213446,C556156,Male,56,Shoes,5,3000.85,Debit Card,17/05/2021,Kanyon
I210510,C328897,Male,59,Toys,4,143.36,Debit Card,29/09/2022,Metropol AVM
I265774,C235905,Male,37,Toys,4,143.36,Cash,24/02/2022,Metrocity
I297479,C194480,Male,35,Cosmetics,4,162.64,Cash,19/12/2021,Metropol AVM
I262383,C687602,Male,61,Books,4,60.6,Credit Card,28/01/2023,Kanyon
I107004,C302692,Male,48,Clothing,4,1200.32,Cash,15/07/2021,Zorlu Center
I767338,C244485,Male,41,Toys,1,35.84,Cash,10/6/2022,Kanyon
I305861,C338925,Male,49,Food & Beverage,1,5.23,Cash,12/2/2021,Kanyon
I167754,C629197,Male,36,Souvenir,2,23.46,Debit Card,3/9/2021,Forum Istanbul
